,title,price,links,images
602,Dell Latitude 5420 Rugged Core i7 8650u 16GB 512GB SSD Win 11 Pro Touchscreen,525.0,https://www.ebay.com/itm/186653433494?_skw=laptop&hash=item2b75695e96:g:-KAAAOSw7XZmy8Pf&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlU%2BPayiJ2HQnto5NxHM9pml2zgwP5vx9TZXsDrqsLsot2tJykzJAyEpNvPEb5I8oSdyOVKjFyUWAPVN7RJ3nbhmdZjdWUUz7BRdm0DSJGHLxveJEBfN8jy1zP9g8yLQDv7rJu6mmSZulfothSEs2VefZ05gsa0zq5oFoV3lMCrb0jONgCBr50Po45wxrgB%2BTVzy3jcQjpLvBQC%2BHpPOd30fJh81TynpG0OzdSjk4Q8ZXu1hBsE4m66yMEbi94GlZxaWFhJvV%2FMD5wiJDA4Gs0e%7Ctkp%3ABk9SR6CPw_fyZA,https://i.ebayimg.com/thumbs/images/g/JJoAAOSwgNFnMltz/s-l300.webp
605,"Dell Latitude 7410 14"" FHD Laptop i7-10610u 16GB DDR4 512gb NVMe WIN 11 pro CAM",279.99,https://www.ebay.com/itm/226094957112?_skw=laptop&hash=item34a44f4238:g:HCYAAOSwlUZkzVEU&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlfKSLVqZTHUztLHMIQxKA4idFGohbndu9CQQ%2BPlDsKWpAuUk0KxNq7VaeEow2D6UIsHVKf2oyQ7H9kdCGxRTpYEYMdr8LAs6a929c00SjdiNyUYzCBwkrJDXKeNPD1sk%2BPsqWzo7Cfp6qegr%2FDoMg4r6NPFmjDnZ9FoDnN%2BEbaXmAXreP10lc13Z%2FnZqZOmKD1vmd%2B%2BpLVae9h8Q7Rn4YxWHz2FMuRNbUHeZGARCS2ITlQTILyDV3yYLlkYG%2B%2FIX33RzoFkGSHDe6B8fk8VEak%7Ctkp%3ABFBMoI_D9_Jk,https://i.ebayimg.com/thumbs/images/g/DbgAAOSwTUtmealu/s-l300.webp
606,15.6 Lenovo ThinkPad Laptop PC: 16GB RAM! 1TB SSD! Windows 10! Built in Webcam!,209.95,https://www.ebay.com/itm/115691976699?_skw=laptop&hash=item1aefc777fb:g:V18AAOSwXNtnEShw&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmzqHccfk6DXKMSBOO6O%2FynTru7oe5tZi%2FzfBQ2CVYG4J4gh0NXotnOFkwgiS5pqt77coNeFDYkURqSofvQa4SwyGxJOgmN%2FUO0Ef2SVRscrwpw48n6rFS5P1K9TQEWUjeW9grTSwo%2FgUUNH3Y3oya5XnZFuS32RU7efI2Hdk9PPdVhI81%2FdX1wIMdosGeCBrfA2eX3E%2FQaCLFRTB8TrJDM6HqPX%2BJ3AJD5J9sTA1OghwbHnKxjfxksdDVkjAgHROkNRdINtQfw0IF3c5xskGOE%7Ctkp%3ABFBMoI_D9_Jk,https://i.ebayimg.com/thumbs/images/g/LIkAAOSwzAVieEpO/s-l300.webp
607,"Dell Latitude 7280 12"" Intel i5-7300U 8GB RAM 240GB SSD USB-C WiFi+BT Win 10 Pro",151.99,https://www.ebay.com/itm/275457786003?_skw=laptop&hash=item4022904093:g:uXwAAOSwYkdmewj7&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkZboW2vzmhDXAyBeHVYe9TBxmiQjeioor4qfk4UeN1gqsgFVN0Y%2FYGnkeUXF37RyVIo0llHJtYZBU4Gj9UdJVW9ONOY3S%2F37%2BHwuNgxH8DnkRXDZBsW2sd%2BlthZtMOjpeWmEu8cn6Cj7QUhbIfvaz4%2Fz%2Fc%2FtzxFlGjiUE8PYMmj28Agt6XZF9AZ978224M5f3TnUmOX4wuhIdSw4qNqSbLeiHkQSzln9Trcb%2F8Ct3a%2B9UrIUhYx0TuCUEbJz6hkiVTMIawC2mReTTxnjchR%2FmH%7Ctkp%3ABFBMoI_D9_Jk,https://i.ebayimg.com/thumbs/images/g/bkYAAOSwZW9nN7~g/s-l300.webp
608,"HP EliteBook 850 G6 i5-8365U 1.6Hz 8GB 256GB WIN 11 PRO 15.6"" Laptop PC Notebook",134.99,https://www.ebay.com/itm/256739375503?_skw=laptop&hash=item3bc6dbf98f:g:RiwAAOSwMipnIrUZ&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKl96VZiH6IKKcxxPeWtKJcFCNXeTfrShW%2FcpTjo5lQU3D25ccPFRUv%2B7TZXNOi1Su03uu01UBUXFlABIkNAIkaSAtTc%2FyJ0bNzfmhvC%2FatNS%2Bb9aecWccSEVsNmMWZt9mLIyEssDEr6CgRWN3V6gbJAYiThqTexTwhCAckx9Wrc395%2Fg%2FSfkb43WqVqtAPFt7p2y5HDwSBJMU3f2N5%2B1u3EwMrHnn6oQSGEMDCwX2H88g%3D%3D%7Ctkp%3ABk9SR6CPw_fyZA,https://i.ebayimg.com/thumbs/images/g/D54AAOSwqj1nUcUX/s-l300.webp
609,"~LIMITED TIME OFFER~ 15.6"" HP ProBook Laptop PC: Radeon R5! 8GB RAM! 256GB SSD!",198.99,https://www.ebay.com/itm/116043145192?_skw=laptop&hash=item1b04b5dfe8:g:K1EAAOSwX-NleIId&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnS171iaiAg%2BsOnIwTICVoFlbuTkKIoLi7bSKRxsyPVY3hT6fEF2yPtyqnQXLIc0K6e3V8R8ngAC5Ivp4ZQC19ZlcsNirsGQ3e%2BvOIWvaeESj5J08YMrnWDyz%2FSpEr9M2KYIRQ9CI8ESr6IHetYY9dpDJhEU25g3D%2F8ZDFALdLmx9UDxzbCOeTNc7d0pooDS4W9kL0yd8%2FmDt5cd--1kdTSseqBglxqbOYK22gXAiwe0Gh4awPzsnGxSXnFzEUDGKJNcyufF6X8Fh5UQ3FsZJ4v%7Ctkp%3ABFBMoo_D9_Jk,https://i.ebayimg.com/thumbs/images/g/qkAAAOSwC1dnPNkZ/s-l300.webp
610,"Lenovo ThinkPad T490 i7-8665U Quad Core 32gb, 1TB NVME SSD FHD IPS laptop win 11",399.99,https://www.ebay.com/itm/226134925851?_skw=laptop&hash=item34a6b1221b:g:YcoAAOSwkpdlDiUw&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkQt%2FJLjlx6ddeT%2Fwzw5vYk17AnkbuOErgElMnlHk50bcYqKxipe6vYU9mSAI86XGoXJL6o566itSttoJjyjiBD3O5oZa%2FuBC5oQu5azOYAsj%2FwoX%2FlpD%2BbdT4i3DRMHoPBNsDKSsnfzODsi11GYEVy1aIV%2Bict4e%2BTzNtYDd5kTgCqfQpUcz%2B3EQMnxDw%2Fw8AS8mKuwwHwnLyjhasI0qYyBUP5EsRPolbcLudOorBkt8IY2ReC92p0TnjVvqCeYKIurq9XoCdvtAR%2FtBQysaCI%7Ctkp%3ABk9SR6KPw_fyZA,https://i.ebayimg.com/thumbs/images/g/ERsAAOSwQVVnQRST/s-l300.webp
611,Lenovo N23 Chromebook Intel 1.60 GHz 4 GB Memory 16 GB HD Bluetooth HDMI Wi-Fi,79.99,https://www.ebay.com/itm/115616083337?_skw=laptop&hash=item1aeb416d89%3Ag%3AqsgAAOSwvOxnD1Rm&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkOBcudEDpUQ4M7R6dAxwlvi6aMEV0Wt%2FSEkm1e3tIeLmqzm1bH3L1GN419Q9h1q8xRObw9LIPuoC13pZd%2FPkLXCDprtKNimMekbiKlXSH%2B4qC1r%2BSsyYVqNctAHX6ZIU8k1dP0y5Ux9mci697W7DLVhhZC7DM97CAOvmAm5tMV1UROOCd0F7V9z%2FrujJXSBOB4nKxE%2FcSygfNdoWoOTw5rz6iIO2n4fNDOqxDGK9L3P7%2Bvg5HbjlIQ57NzuUjNGjZ2pb0dnj5qaR5r8CE23QLX%7Ctkp%3ABk9SR6KPw_fyZA&var=415631450953,https://i.ebayimg.com/images/g/vWMAAOSwCAZlZlZf/s-l500.jpg
612,"14"" Dell Latitude Laptop PC: Intel i5 Dual Core! Built in CD/DVD Drive! Win 10!",189.99,https://www.ebay.com/itm/116070608756?_skw=laptop&hash=item1b0658ef74:g:VKwAAOSw0u5mQ4Nz&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmlsFoWFgGMhimL65O70a9Q%2FzIK0nn0G54bZLZ6mt%2BWizdqRKu57lpdSUTcf9dUA6zkkSrFddLTRqAImP8AKstbCDlWLZmZE9R6Y1DuzQuW%2F3%2BcTxFBiWTcMf4sZHgqDxihEuZh1pog6oS3fs9mQ1hQD8qy5w6dMXtLgFM824%2F5ard%2BMZoHsFMbRcAe2LnK%2B%2F74laJ96W13sPnDf%2BR3Wi6nOkfCGWnaZ12f0ZS8o%2FLPagQeVhyWvwH%2BaukH%2FVon0ex4VSQ7XSxjNZCqX%2FVnxEWT%7Ctkp%3ABFBMoo_D9_Jk,https://i.ebayimg.com/thumbs/images/g/pVIAAOSwb1RmyOUb/s-l300.webp
613,"Microsoft Surface Laptop, Copilot+ PC 13"" Pls/16/512 - Sapphire",999.99,https://www.ebay.com/itm/286069203674?_skw=laptop&hash=item429b0da2da:g:AigAAOSw2YNm7MAG&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkjy1ZN4XCzvhgnDRpzZNApzyHlpvfP%2BPvhtbgJkQbMNdW2TpyoImnxSaZQwCwLWoKMvBgq386zp%2BrdRxbJaa7fiKxUd9JRGlSXwNEQYIcYq2BF%2FzN3e%2BpCOCdzWn%2F8dPV7RlgHJcJAxKJd0otm5655TDFnqvPlSATQEe3tgd9ZQQsT6yoBv99n7B7FUqYI%2FqYB3cF4MLdEfIC1RPVo12xVdsdw92YL1yecir2wvIEsDuRwRkPIzsvTmdosV1M9pxJF84qkq8PRo6HOGr6%2F0pgo%7Ctkp%3ABk9SR6KPw_fyZA,https://i.ebayimg.com/thumbs/images/g/7GQAAOSw3VFnRfom/s-l300.webp
614,"ACEMAGIC 16.1"" 17.3"" FHD Notebook Laptop Intel AMD Ryzen 7 5700U 16GB 512GB SSD",327.99,https://www.ebay.com/itm/375607583963?_skw=laptop&hash=item5773f4e4db%3Ag%3AUdsAAOSwvXNmBZOV&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlebgTDyqJH0JKn1H6kBrlFXWSkvVGtvhFJxdTGVdGJQZTm7mr6lRj4Z%2BAOzJOhprMFPe%2BRePOzdb4%2FwRhA0vt19aHV2puN1T1A9T7gj1vyr%2Bew3hPTGvLvfAch2TmfaGYQGlsbRp3mWR4Wq7mSiy0AR9g6SXup5sKWokyOHa7kRmsJCamhH%2FUbGnWbRiBBLNkcUA8a3Lb919nXqk8FIw9qStqwThOyiSp5MbbGe7Qjbg%3D%3D%7Ctkp%3ABk9SR6KPw_fyZA&var=644527818018,https://i.ebayimg.com/thumbs/images/g/TIMAAOSwAWBm2lx7/s-l300.webp
616,Panasonic Toughbook CF-19 MK5 i5-2520M 8GB 500GB Touch Rubber Keyboard WIFI W10,199.95,https://www.ebay.com/itm/156427795747?_skw=laptop&hash=item246bd2bd23:g:KvIAAOSwUrlbYcss&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKk4GKcil0MYC00AYxApoInzJW6CPRY93URSBaTIf55RtUDb6%2BQ4kNsVMb7ffdQmVJpJrY64ZDRLZI3L1%2FyFM0sE%2FUB0PKzKB8cffxeH5G8UeFQps%2FeQzceLdPxBxweT9f0wH1vrgWjiNQuwnAU%2FUur5Vc%2BARQZuVif6qvSCNKx7f9k8xFGCOG5dJlMp%2Fl%2ByvLdtrt3N4eFAnI4ZRztbcXDOJuqJB6gbDDYh4Rw0IJGvIw%3D%3D%7Ctkp%3ABk9SR6KPw_fyZA,https://i.ebayimg.com/images/g/3lcAAOSwDChjyBwq/s-l1600.jpg
617,"Dell Latitude 7400 14"" FHD Touch Quad-Core i7-8665U 16GB 256GB SSD Camera Win11P",296.67,https://www.ebay.com/itm/296051921768?_skw=laptop&hash=item44ee11d368:g:ascAAOSw4F1lVlpn&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmEY4sJA1PDtmM6nFVK%2B8IOsmt0PSJNt5Gm8YNfKN6%2BVeYjofP5hUQ54x%2FnCFPYjcCBLFcxMdkZckpSOn0v4qh8mtsXRehwq5wcGx3LmXNv5S4DSPuXZeRVStV%2FGVOzxw6b%2BJvliMxVgyjpjosvDtxaPAIHh7%2Bu1kpcWueTemRTfgRdFVu8OWuknBCFygyVukrwmznegHj%2Ffi0H679UTErjM1Ww05h8asgpN0bcIUPFRQ%3D%3D%7Ctkp%3ABk9SR6KPw_fyZA,https://i.ebayimg.com/thumbs/images/g/JugAAOSwYzRnSBR3/s-l300.webp
618,"15.6"" Dell Latitude Laptop PC: Intel i5 Quad-Core! 32GB RAM! 512GB SSD! Webcam!",298.99,https://www.ebay.com/itm/115767888103?_skw=laptop&hash=item1af44dc8e7:g:JJoAAOSwgNFnMltz&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKns69z8cfPI7ZqMT3xBld6%2FO0D44NV52W7stzFAGP9sGmPVxIgf88cJ6oSV7YJqklRBrIxBD6s1AIPZEWx05ohLZKLmmPqTTQDufJkmmB6IZ%2B3oDhx9SP12OJBsWLiElpKI%2FZm4R2FP%2B%2Fetim2ZQ3Zg3pHErv%2FowpSfkhgEeY6TizjIUWn%2BJgcyihPwJ3ZZVTPT9HPpjmI1Ge%2FzHexFVw3FlFT4DjXrR8j6i8f45LTQEw%3D%3D%7Ctkp%3ABk9SR6KPw_fyZA,https://i.ebayimg.com/thumbs/images/g/Fs0AAOSwpONmcqCd/s-l300.webp
619,"HP 15-eg0065st 15.6"" FHD Laptop Intel i5-1135G7 12GB DDR4 RAM 256GB SSD W11H",288.0,https://www.ebay.com/itm/374912371241?_skw=laptop&epid=9044113009&hash=item574a84ca29:g:49wAAOSwNppnQnF-&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmEn3TLS%2FhFRmXYRTtB%2Bvdo2MRkV63%2FJnN2A2DymkJmZW%2FbLhOTzqQ8cyLA8nKrtujHzd51l--Vp16UX5j5mVEPpL5%2F4T5f2S%2B3H6N8Y6%2FPedSb3gr3zrT%2FY%2FOAidlIOVTwZXVJBE7XcwyT50jJtn4070TZPu2vUdm6xzB5A7%2BBeACm0T3Dq0lUpS8PZfiFPGD5E4GrMD6viO1J7iMrtOvJ%2BR8%2FW0CbowfFZjhzsyPgcA%3D%3D%7Ctkp%3ABk9SR6KPw_fyZA,https://i.ebayimg.com/thumbs/images/g/DHkAAOSw-~BnGYLL/s-l300.webp
620,HP ProBook 455R G6 256GB NVMe AMD Ryzen 5 3500U 16GB RAM WIN 11 PRO BACKLIT,204.99,https://www.ebay.com/itm/305936433492?_skw=laptop&hash=item473b3b8154:g:FS4AAOSwx7RnRoNS&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKna6882v0pMhyMyO8H%2B0ziYk%2Bseqg7GfkFYxSIXBi%2FcB26mUACPn4%2BkF7F%2BIbAIMHwhSJoF6bFeiIB2LVWqVgcgVYxAJbVLfIr8Pkm4j6qWUETo%2ByIwqOw2a9XaVc7AinE1v9PUqaYAxkF81BJDDsmmi7u8ffplKPeUGZTXCPaNemW%2FspRXybAZo9HIIziH6sGS6dl%2Bk2%2BRlj8%2FY8GCYnFT%2F9dYIe37CD7%2FDXHI9PezlQ%3D%3D%7Ctkp%3ABk9SR6KPw_fyZA,https://i.ebayimg.com/thumbs/images/g/9~sAAOSwwiBmcIpe/s-l300.webp
621,"Dell Latitude 7480 14"" Intel i5-7200U 8GB RAM 240GB SSD Thunderbolt 3 Win 10 Pro",151.99,https://www.ebay.com/itm/275076397341?_skw=laptop&hash=item400bd4b91d:g:DbgAAOSwTUtmealu&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKn8YckseanpjjooxRlZFvFZrJT9EoQZRQZIT8a8Kos7CJKbvfanLcOvNfD%2FQaoP%2BCz%2F1IvZPs64AbQm01MF0zcPJNloNv1FhrtxLDdkIu0xKTEIg%2BWhzRcMyJpoe7FjKN6ane%2FNkniuP5MyYkbBlEItJSXgfSZlabWCW6vZnMSIbj9qnl1hVuy7mxfnAXSRXpGjl8HVe1%2Bj1Q9E0oFjfoNNDpBmF9VV68cDtnocQ4OSPI58y6pC%2B%2FQPrS6ZVsfSZZLCI42oORpsUzJqkoSypcng%7Ctkp%3ABFBMpI_D9_Jk,https://i.ebayimg.com/images/g/crQAAOSw8DdnMvC8/s-l500.jpg
622,"HP 17.3"" TouchScreen Laptop 512GB SSD Intel Pentium 7505 8GB Backlit Keyboard BT",456.55,https://www.ebay.com/itm/255964714120?_skw=laptop&hash=item3b98af9488%3Ag%3ALIkAAOSwzAVieEpO&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmFQSX8ufA7q9z38abhQu3neV%2FtW1iWPUIPuIZbBprBc9fgjrixCCLiogxPhEvPMSJsJqJ4CBMUSDPM5hS427aBSXXIWwUY0EzxnkFMHc2TcXQdB3Btp8jtK2fvk1CxaLSGU%2FicYmO9wQzeriVkgjnDZcYXebY4pT6uDYlfRHPlXvVuJpblbc6lIZ2ixXYLQ2kRbwx3MV3WBLSs22IPBgcDe0kOpNFhl1OHxatgwoSgr5yFumhg5DR4O28y4DCav26eEwA0vPI0kAoRcN7wI7uk%7Ctkp%3ABFBMpI_D9_Jk&var=555889271088,https://i.ebayimg.com/images/g/J4oAAOSwLZBlQ15M/s-l500.jpg
623,"NEW HP 14"" HD Intel N200 3.7GHz Turbo 4GB RAM 128GB UFS Flash Chromebook Bundle",169.99,https://www.ebay.com/itm/356260933335?_skw=laptop&hash=item52f2ce6ed7:g:bkYAAOSwZW9nN7~g&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnJK%2Fjf7KT2XfRvqC4uhp6qZkufCroaNgGkyIs79w0Fvx2smzxcVW5Ar0YGd3%2ByYJZw%2BGpwChy5HcE9Z2T76AjljJaQFZs89laHsmZtaOxCzIrDaKnKVjNzZ8925hijCmuURJpRrs85%2FuYbl7aTZXIpLW2nMuDj5IZrzghId6MPyhj57rzaYoQVzBZaZ0TYczUmV42ri%2FjrBMFBm3HLm7Ovciidj2bHllSIG%2F%2BqtyDH6g%3D%3D%7Ctkp%3ABk9SR6SPw_fyZA,https://i.ebayimg.com/thumbs/images/g/RUAAAOSwk~9nBElm/s-l300.webp
624,A6TE2UT HP Elitebook 860 G11 Core Ultra 7 155U 32GB 1TB WIN 11 Pro 16” Notebook,1099.0,https://www.ebay.com/itm/326362515167?_skw=laptop&hash=item4bfcb8c6df:g:D54AAOSwqj1nUcUX&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKndZ1n%2FFCnbJ%2B8CIo561fLD9Z8GooAbotIoBcBHkD4HVTLIoMgdXjq5RmiwQ2kF1AkEm8sFepKrpFQjxfdli%2BuMA7iAcJSlh%2B2o7sGVdHn5Js2meDQAdKMKplxnJ4uAURtVE6RTg4y3XVE0OQhFicfI1lKagNxpVTuWp8cFZnMoOr5MYYXc5dskiHA7V67WIOMRx92nXDqp2Yxe%2FvpOtfAbXPDRWJVc1XrpLMUxIGpRmg%3D%3D%7Ctkp%3ABk9SR6SPw_fyZA,https://i.ebayimg.com/thumbs/images/g/khIAAOSw6bxmsnmc/s-l300.webp
625,Lenovo ThinkPad T490s Touchscreen Laptop Intel i7-8650U 1.90GHz 16GB RAM 512G...,339.99,https://www.ebay.com/itm/387631021501?_skw=laptop&epid=12070278205&hash=item5a409bfdbd:g:qkAAAOSwC1dnPNkZ&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlITDnjY6zNHXMPCA9YnPkvVkrnBRTcUbJjN0AQd54aESSL59Y9G56FlIESKFoaynh8S1s0UvMThtw7z76pqSh11S%2F4ou%2Fkf%2FFrcdLB%2BNb7w1hIirVS84f6MS4pgssDHdGJMvzLbOTC7r2zcIS95jxnoX0rxM2HPBdhsADIFKxcttl6CR180s715yv9CPswinauxVvihcRnPzDTISLhb%2Bhh33%2FqIigGp%2BcmX9%2BBLKL7%2FQ%3D%3D%7Ctkp%3ABk9SR6SPw_fyZA,https://i.ebayimg.com/thumbs/images/g/bDgAAOSwPzdm51sH/s-l300.webp
626,NEW 2022/2023 Dell Latitude 9330 TOUCHSCREEN Laptop 2-in-1 16GB RAM Win 11 PRO,795.0,https://www.ebay.com/itm/226446001460?_skw=laptop&hash=item34b93bc534:g:ERsAAOSwQVVnQRST&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKn6sHQbgPrsXLY3ugfHi6Wi4eCKfxAIUUd0YddamWU4wlqVsYdrXtb4wsHUXvQPAeKdco2dwLkYxVvvlv6E4MwXhbhVIOy5oQkiNBF%2BPSv353BSXGlZNaDeeO9wfAIMPL%2BKsOfK%2FDxQOPkt7KnoAw3uK2gkuS0wWUwum%2F2I7n0TOvsa01VJbsvp1fNqE8aiqpDKKG%2FSDG6Uap4S8rIR6eVh%2FSKaE3YG%2F19MTKuUrDi5Yrtdxl2ucTjeqsSbiDI1vwkSp6Oxqvp3F%2FLahz2xnccm%7Ctkp%3ABk9SR6SPw_fyZA,https://i.ebayimg.com/thumbs/images/g/7B0AAOSwAb1l~aMr/s-l300.webp
627,"New Lenovo ThinkPad E16 Gen 1 16"" WUXGA i7-1355U 16GB 512GB SSD FPReader W11 Pro",761.67,https://www.ebay.com/itm/115993847937?_skw=laptop&epid=16061898431&hash=item1b01c5a881:g:vWMAAOSwCAZlZlZf&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkGTIiEsarf%2Bn6pB0Lr7BAfCezvPKkLKI%2FxHZcvs8m1KrmHU9PODEakw56lqsWdKZiVVhgz28ZdaxwE%2Fx1QmcpeVwL2okUjzXjodhjL02i6qnRDyjgaxff8Aw5luOQihtHkBvundEcl5AKnuyc9JBvYS33761xbEbYK4x1ieeZ7Hz2bMVDc%2Bl0AD2SnnKU1lL0UFXfu6A9MxidBZCPqud%2F8N4I%2F6KEEd6BK0E38A8cdsw%3D%3D%7Ctkp%3ABk9SR6SPw_fyZA,https://i.ebayimg.com/thumbs/images/g/yh0AAOSwIVZmZ-U1/s-l300.webp
628,"2024 Dell Inspiron 15 Laptop Touch i7-1255U Upto 64GB RAM & 2TB SSD, Win 11 Pro",739.0,https://www.ebay.com/itm/116301336404?_skw=laptop&hash=item1b14198f54%3Ag%3ApVIAAOSwb1RmyOUb&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmU8fq9ERv8tpTH2adLnSzFNgR%2BKIfB%2FIloeAQNijqjfNl2mqQ7%2BKO6SAFsLNcFBb770QvmOupTNDQkELYVhxVSrCyVyv1%2FnGBQHR5nq91c6O%2BlyirMvEutDUl3hT7s%2Bm5HoR3nJAq7L4yn8XHS4LIS9HohwP%2BBwQb5c6XzM5Cniz%2FGN6OSeL%2FV4xLmII5e7%2FQhEfDFihEE1CcnCHIRoLP23QEUkEsnSjKJjiZRuBVqPhQtfwENVVpukJxxV2jB7a0MDb0sjUUzBALjeGBIFdFZ%7Ctkp%3ABk9SR6SPw_fyZA&var=416542662817,https://i.ebayimg.com/thumbs/images/g/8XMAAOSwuItnQBcA/s-l300.webp
629,Dell Latitude E7470 14in i5-6300U @2.4GHz 8GB RAM 256GB Win 10 Pro w/ Laptop Bag,170.8,https://www.ebay.com/itm/335696430597?_skw=laptop&hash=item4e29110605:g:7GQAAOSw3VFnRfom&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmOHzSFmzlx8foC7b%2FYYnCA%2BwtIypsBAfeh8RxW3OPRK3xpU3nZpIv5p0NFJcAcZRpiI8Volf0EhqxHcnHJ9lbNUx5ebe2JTDJgqDRKa%2BW1vrvAP8ArCIk1RjcV5JOlpNwueqlIpa5imvJ0GuS9v%2FXVOQ19oSLU6QyMA18A8M9mqkIylKyvfJSv2PEyopgy21Z4UpoLb3zZe0UwJ%2FLbIJmc8DOkQ%2BvwCDVG5CJaLN1xGNys7LFhB2PnKL8gMATXRsOtZmxlQN80oykxahbE7H52%7Ctkp%3ABk9SR6SPw_fyZA,https://i.ebayimg.com/thumbs/images/g/AVYAAOSwotVnD95J/s-l300.webp
630,"Lenovo Chromebook Laptop, 14-Inch FHD Display, MediaTek , 4GB RAM, 64GB Storage,",139.99,https://www.ebay.com/itm/116317111367?_skw=laptop&epid=3032172461&hash=item1b150a4447:g:TIMAAOSwAWBm2lx7&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlkG%2FfC83gEacsXQ7yM8MLzCq%2B1t07WlA8UxsprqCWL95%2FCcbMIHbXAbtdT297s8s3CFWIYmTDhcrXSFtlXa133to9E65BDmMGmFlwI5uene35qmNb3pjKZ34Z1SrxBaNV3DCbujUUQvlcZiSGrH1dGk7u5UQUyKVoz4xvyd%2FWqllJZmbAwRTtluNKm4m5n9iRDZajcbReasE1tpliw2d1zUp5FNBkUMW%2FX9YNsjjmahOZem4ACwnPk7phHqhDPBIUeLp2fssl8KBP4Qfz33g0b%7Ctkp%3ABFBMpI_D9_Jk,https://i.ebayimg.com/thumbs/images/g/PK8AAOSwFH5jJLGt/s-l300.webp
631,Dell Latitude 5590 15.6 FHD Touch i5-8250U NEW 512GB SSD 32GB RAM WINDOWS 11 PRO,322.99,https://www.ebay.com/itm/126674315452?_skw=laptop&epid=22063507142&hash=item1d7e60a8bc:g:PmQAAOSw79Vm-fpe&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKna4Mh2MuUz5XhtHRBHOiNHbkC6DkO91ynxEzS8LCcAD94QYqIc%2BQ72K14My0qi1iHLsrtkJKzlS68F51yc8%2BSyaDYYEN7HQrdsFBXnJbtXwq38WLZl7gla1NjPgq%2BRvk8A4MS7xp05JoSeJS5Chz2QWTQExjxl%2F7VICNpoxH9sBDg9wZXgDPVqAEbsV8YmMjpgEkXTdmUj2EVL3eHFLhNTZ11cfkVNJy6B0wa1qVs5%2BPuKRLhfhSYp4UyRqRvqeBGdodrzmxELNADhEDK6C9o8%7Ctkp%3ABFBMpI_D9_Jk,https://i.ebayimg.com/thumbs/images/g/8jQAAOSwvitl5fvz/s-l300.webp
633,"HP 15-fd0131wm 15.6"" HD i3-N305 1.8GHz Intel UHD Graphics 8GB RAM 256GB SSD Win",273.0,https://www.ebay.com/itm/296843653951?_skw=laptop&hash=item451d42b33f:g:JugAAOSwYzRnSBR3&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkIRjFVn%2BC3JzKt20QhvKIe%2BWu4INZjTmb3ue2RBwYyfsagIFCPkuhsNZ9geiSz7RenVomrPNWxFmNgc02RfAbsmdWC2lvrUFt2FD%2FdaThCrWphS3%2Bf%2FFWGlhQRsU9mAEKmg0KlCtaObmQ8VEuawSZCutvOgOzLTgChwJZcchctWn%2FWCjxSjdTqkVz3jQprqrzi1UbR9myZCih0w%2F1n7kzHCvFtVN7gUJDZBZwzW8Lbjw%3D%3D%7Ctkp%3ABk9SR6aPw_fyZA,https://i.ebayimg.com/thumbs/images/g/W10AAOSwwaRm4JAu/s-l300.webp
